STORMNET_ID,total_acres,perc_ROW,perc_SWE
STMN0884483769,1.694935,15.28,2.72
STMN0884483772,0.224521,81.66,0
STMN0884483778,0.635413,18.47,0
STMN0884483813,3.380454,30.91,1.54
STMN0884483871,0.73325,58.66,5
STMN0884483935,1.089773,37.05,1.96
STMN0884483961,1.747678,30.41,2.19
STMN0884483965,1.970942,27.13,10.86
STMN0884483986,4.222702,22.82,2.09
STMN0891062996,5.108098,27.13,0.73
STMN0891475717,1.898362,35,2.73
STMN0891475721,9.546372,18.85,5.23
STMN0891475723,21.443741,8.06,6.92
STMN0891475731,6.379812,25.47,1.73
STMN0891475744,0.794147,0.99,4.89
STMN0891475758,2.309873,5.06,2.02
STMN0891475766,4.059964,26.05,3.63
STMN0891475774,7.998633,33.36,1.03
STMN0891475778,57.401285,17.98,5.65
STMN0891475781,0.404034,42.96,9.98
STMN0891475782,0.753291,32.62,4.37
STMN0891475786,19.575528,15.53,0.97
STMN0891475787,3.955901,25.86,0.81
STMN0891475788,0.943032,30.88,3.38
STMN0891475791,9.333147,27.33,0.94
STMN0891475793,4.251622,20.13,1.5
STMN0891475799,4.888201,20.42,0.75
STMN0891475805,37.972112,21.99,2.07
STMN0891475806,38.489119,19.11,1.34
STMN0891475808,1.194681,30.85,3.41
STMN0891475809,1.529633,29.32,3.5
STMN0891475810,5.705484,19.9,2.02
STMN0891475818,8.657806,22.28,1.94
STMN0891475823,3.820288,27.08,3.32
STMN0891475824,10.30826,19.55,0.97
STMN0891475826,1.014282,39.05,1.79
STMN0891475828,4.98866,21.01,0.72
STMN0891475830,4.494112,16.7,1.67
STMN0891475842,33.826002,16.23,1.58
STMN0891475888,0.509118,3.3,2.73
STMN0891475905,11.067486,7.43,6.29
STMN0891475915,1.873303,19.88,4.43
STMN0891475922,0.542518,42.33,5.47
STMN0891475947,1.577547,33.36,2.67
STMN0891475957,1.115451,38.65,2.7
STMN0891475985,27.880403,28.11,5.28
STMN0891476088,29.938188,18.89,3.57
STMN0891476129,18.317305,23.75,1.15
STMN0891476251,41.410778,13.02,3.41
STMN0891511384,1.054854,14.86,0
STMN0892475049,12.192113,16.68,5.62
STMN0892475060,42.610745,16.6,2.21
STMN0892475063,3.288231,30.03,1.1
STMN0892475068,3.649277,7.43,4.07
STMN0892475076,1.976527,30.54,3.73
STMN0892475087,1.59349,22.61,1.04
STMN0892475124,3.257098,30.74,3.4
STMN0892475133,1.313874,33.87,3.51
STMN0892475139,1.420798,38.6,2.32
STMN0892475150,6.686052,30.95,0.62
STMN0892475154,1.6344,30.91,1.94
STMN0892475160,4.264717,34.82,1.49
STMN0892475169,2.509607,0.06,2.29
STMN0892475202,31.9074,21.84,1.63
STMN0892475257,4.154158,0,2.21
STMN0892475263,6.675555,4.64,4.66
STMN0892475341,3.432535,17.58,2.25
STMN0892475344,1.222729,22,4.05
STMN0892475345,6.313514,24,2.36
STMN0892475349,2.314907,33.78,2.34
STMN0892475409,1.106397,47.93,4.34
STMN0892475415,2.233212,19.68,2.95
STMN0892475431,1.332586,15.61,11.52
STMN0892475445,2.523907,0,14.35
STMN0892475452,3.475993,0,3.73
STMN0892475462,1.590608,9.63,6.1
STMN0892475464,1.241251,26.92,9.55
STMN0892475468,0.941373,50.5,14.55
STMN0892475478,4.443605,32.78,2.5
STMN0892475488,4.659571,5.24,3.96
STMN0892475573,30.588954,17.05,6.83
STMN0892475597,24.619103,20.61,1.29
STMN0892475600,2.454475,11.89,1.17
STMN0892475706,3.095514,23.15,1.66
STMN0892503846,2.188734,31.27,1.37
STMN0892510906,5.359066,20.17,3.17
STMN0893482694,4.669081,23.46,4.36
STMN0893482703,5.349565,24.05,1.78
STMN0893482707,77.642044,16.98,1.42
STMN0893482717,1.095607,38.02,1.9
STMN0893482721,3.142063,18.92,1.28
STMN0893482728,0.07915,75.1,24.67
STMN0893482730,6.431279,16.75,2.77
STMN0893482740,6.780785,13.1,10.53
STMN0893482777,2.291496,15.63,3.9
STMN0893482779,7.783874,17.37,1.7
STMN0893482793,4.95886,18.93,1.04
STMN0893482800,2.122855,42.37,1.91
STMN0893482810,41.772563,22.08,2.13
STMN0893482841,10.304409,13.51,2.06
STMN0893482843,4.066929,12.16,1.59
STMN0893482848,1.531435,0,2.67
STMN0893482854,15.213728,7.78,10.39
STMN0893482860,1.736699,20.45,1.45
STMN0893482865,10.716513,47.72,2.03
STMN0893482873,10.650515,17.57,1.9
STMN0893482876,7.018875,35.02,3.34
STMN0893482892,3.464111,3.74,5.64
STMN0893482894,2.857323,41.97,4.53
STMN0893482907,5.618283,22.04,1.27
STMN0893482908,8.332953,11.7,10.94
STMN0893482909,10.65369,15.47,1.35
STMN0893482916,1.309291,38.71,2.77
STMN0893482918,1.419283,34.68,4.21
STMN0893482992,0.239716,29.84,6.03
STMN0893483000,0.605157,28.49,5.3
STMN0893483101,27.762348,19.99,3.33
STMN0893483164,19.401591,65.96,1.1
STMN0893483173,0.935876,0,7.79
STMN0893483175,1.946275,20.48,1.45
STMN0893483178,2.836617,21.26,1.3
STMN0893483220,4.555647,0,5.15
STMN0893483260,74.234277,16.33,3.92
STMN0893483322,2.698017,23.61,6.14
STMN0893483346,7.861587,12.88,8.29
STMN0893511101,1.965581,4.75,13.93
STMN0894051524,0.797645,0,5.33
STMN0894482042,2.186509,12.21,9.25
STMN0894482050,9.062535,21.48,3.26
STMN0894482057,4.520214,15.71,0.93
STMN0894482065,1.832954,16.51,1.77
STMN0894482066,35.385035,24.58,2.35
STMN0894482069,0.884438,43.95,5.53
STMN0894482076,3.730583,19.58,1.94
STMN0894482078,1.718877,0,2.9
STMN0894482079,1.704705,24.32,2.21
STMN0894482085,1.225034,0,3.69
STMN0894482090,12.715898,33.81,5.49
STMN0894482092,3.620485,5.21,2.68
STMN0894482094,9.74214,17.86,2.45
STMN0894482103,9.797479,14.92,1.69
STMN0894482105,6.644911,25.78,1.8
STMN0894482112,2.686153,0,4.35
STMN0894482119,1.176732,0,4.13
STMN0894482131,22.0207,17.38,2.34
STMN0894482140,7.283246,0,4.87
STMN0894482142,0.886576,15.63,7.12
STMN0894482167,1.52912,40.06,1.17
STMN0894482189,1.538735,0,6.41
STMN0894482206,1.207144,0,5.17
STMN0894482207,1.733505,0,7.39
STMN0894482218,0.616147,0,6.12
STMN0894482220,12.960032,68.93,1.81
STMN0894482221,3.107398,2.23,5.31
STMN0894482228,0.228785,0,5.47
STMN0894482234,2.230147,0,4.07
STMN0894482236,8.811718,26.83,5.7
STMN0894482242,5.412014,8.01,4.96
STMN0894482249,8.142647,29.34,7.79
STMN0894482262,1.245697,0,8.85
STMN0894482314,15.367451,9.1,2.32
STMN0894482337,7.255529,23.28,7
STMN0894482405,9.859774,54.7,1.71
STMN0894482412,4.724012,26.19,3.15
STMN0894482432,2.634752,0,5.12
STMN0894482433,0.856809,0,7.19
STMN0894482437,3.444389,6.47,1.92
STMN0894482450,2.622119,0,4.97
STMN0894482453,0.206631,0,2.69
STMN0894482459,0.822396,0,3.59
STMN0894482464,9.923305,6.96,6.16
STMN0894482489,1.030608,0,6.88
STMN0894482583,8.499489,22.91,5.14
STMN0894482591,1.578289,0,2.03
STMN0894482632,15.084784,33.36,4.67
STMN0894482649,0.636568,0,2.17
STMN0894482656,1.542966,0,0.15
STMN0894482661,0.435072,0,2.84
STMN0894482689,22.77791,6.68,7.99
STMN0894505073,1.209243,19.85,14.43
STMN0901474646,1.639051,0,13.41
STMN0901474647,0.624171,0,5.75
STMN0901474655,6.119461,11.36,0.29
STMN0901474658,2.35494,14.97,0.27
STMN0901474665,31.898299,15.1,4.52
STMN0901474668,31.146908,13.58,3.94
STMN0901474694,30.174916,11.43,4.97
STMN0901474787,31.893649,11.29,3.89
STMN0901474817,2.03392,41.67,2.41
STMN0901474831,2.152893,0,6.05
STMN0901474851,17.555913,8.87,11.04
STMN0901474926,18.349884,48.19,1.49
STMN0901474930,30.022218,9.55,6.14
STMN0901474952,7.978732,16.26,1.86
STMN0901475001,20.365273,21.41,2.97
STMN0901512633,16.118498,0,0.88
STMN0901512652,1.034327,0.35,1.56
STMN0901512681,4.564429,0.01,14.76
STMN0901512682,5.421132,0,6.85
STMN0901512683,8.977128,3.69,1.52
STMN0902068208,122.675523,15.83,5.76
STMN0902075890,1.413534,0,9.57
STMN0902474036,5.236976,10.35,0.75
STMN0902474039,0.834394,0,21.4
STMN0902474054,45.745634,12.98,3.65
STMN0902474105,4.838501,0,13.73
STMN0902474164,258.580746,18.85,1.91
STMN0902474168,11.228822,14.97,5.28
STMN0902513133,0.925402,26.57,0
STMN0903077847,7.609693,21.2,9.77
STMN0903481839,1.006277,0,5.88
STMN0903481856,7.186514,7.42,44.93
STMN0903481869,16.111154,16.19,5.27
STMN0903481870,54.448463,8.21,14.11
STMN0903481880,16.338921,25.06,2.85
STMN0903481881,9.454615,17.98,4.29
STMN0903481894,41.340297,12.91,5.7
STMN0903481920,1.165994,42.76,3.05
STMN0903482029,31.994401,86.46,0.78
STMN0904481448,27.64835,0,4.87
STMN0904481449,234.390791,11.85,2.87
STMN0904481460,28.296312,2.9,6.55
STMN0904481464,11.099794,19.59,0.45
STMN0904481533,7.276528,36.44,0.99
STMN0904481536,2.878718,24.75,1.16
STMN0904481556,5.380987,18.79,0.91
STMN0904481557,8.211558,18.73,5.87
STMN0904481567,2.483549,23.17,1.28
STMN0904481570,2.896257,25.25,2.63
STMN0904481584,12.743316,19.89,0.76
STMN0904481609,178.594907,30.37,3.1
STMN0904481613,2.3981,0,4.28
STMN0904481647,10.125501,14.74,4.8
STMN0904481650,117.091799,41.87,0.7
STMN0904481691,3.119964,1.92,9.81
STMN0904481742,1.74516,0,2.43
STMN0904481757,22.499856,16.6,2.9
STMN0904481769,4.921464,9.67,4.56
STMN0904481774,1.664188,22.71,3.6
STMN0904481779,1.846779,1.8,7.51
STMN0904481832,13.738015,4.8,14.82
STMN0904481833,14.686756,19.37,12.47
STMN0904481834,63.248806,13.07,6.79
STMN0904481837,12.466583,5.66,11.59
STMN0911473126,4.530032,63.34,0.67
STMN0911473127,73.507144,7.4,3.57
STMN0911473479,258.867423,12.33,5.42
STMN0911473671,26.313307,14.32,1.11
STMN0911473730,1.189827,11.15,5.85
STMN0911473735,4.140279,17.35,3.68
STMN0911473746,4.568064,0.09,6.46
STMN0911473750,0.532232,0,8.19
STMN0911473759,0.459162,0,11.51
STMN0911473768,5.352348,0,7.72
STMN0911473770,13.770307,7.3,5.31
STMN0911473827,0.977902,0,2.58
STMN0911473834,1.584146,0,8.21
STMN0911473838,1.907369,0,6.65
STMN0911473841,0.766851,0,3.82
STMN0911473843,0.693287,0,2.98
STMN0911473850,5.025605,3.79,5.02
STMN0912072610,9.957822,22.55,14.79
STMN0912072819,0.905578,74.83,2.49
STMN0912078427,10.685554,27.3,2.14
STMN0912078436,2.957175,2.32,0.01
STMN0912091108,3.279877,0.68,8.67
STMN0912472458,56.176243,12.84,3.75
STMN0912472460,1.789287,0,3.45
STMN0912472476,35.041704,7.2,3.17
STMN0912472549,24.633263,15.19,3.3
STMN0912472551,0.096779,61.43,47.95
STMN0912472556,0.485953,61.09,6.53
STMN0912472755,16.15505,12.48,2.56
STMN0912472823,18.999247,28.43,5.03
STMN0912472851,0.076547,62.46,0
STMN0912472861,11.332728,22.17,16.49
STMN0912473006,59.464035,7.13,9.76
STMN0912473009,2.441327,0,2.98
STMN0912473079,1.027335,0,11.79
STMN0912515370,8.402086,0,6.57
STMN0912518983,49.090749,11.79,1.93
STMN0912518993,0.086747,53.8,43.48
STMN0912519003,47.311012,5.14,8.88
STMN0912519039,12.051297,13.73,7.42
STMN0912519098,17.982955,0,6.08
STMN0912519131,56.504976,8.14,2.46
STMN0912519138,5.793578,0,7.39
STMN0912519176,1.635242,0.32,6.27
STMN0912519183,3.054706,8.56,5.99
STMN0913076315,1.827163,54.86,0
STMN0913076334,0.916682,0,3.16
STMN0913480753,26.737083,15.65,0.61
STMN0913480772,13.928715,0,0.07
STMN0913480778,55.14519,16.05,3.4
STMN0913480799,11.367405,0.21,0
STMN0913480839,2.426815,28.16,2.87
STMN0913480847,9.161497,18.41,6.27
STMN0913480859,5.940732,0,7.91
STMN0913480874,2.238842,17.46,8.86
STMN0913480885,0.211386,0,34.18
STMN0913480887,2.301616,48.12,4.41
STMN0913480890,4.433702,31.72,2.11
STMN0913480894,7.925721,0,4.92
STMN0913480895,0.870148,0,45.11
STMN0913480901,2.448515,1.66,5.27
STMN0913480914,1.666533,0,4.69
STMN0913480921,5.141347,0.81,1.9
STMN0913480942,2.910648,1.02,4.79
STMN0913480969,10.499735,6.48,4.29
STMN0913481011,6.6732,12.07,14.5
STMN0913481029,4.092563,0,5.59
STMN0913481034,1.557604,0,5.68
STMN0913481038,0.864668,0,6.06
STMN0913481058,3.859447,0.6,2.12
STMN0913481065,7.314507,0,3.93
STMN0913481095,4.027668,23.58,3.81
STMN0913481105,5.799664,0.59,5.63
STMN0913481107,2.298899,10.17,5.53
STMN0913481333,11.009807,13.65,4.44
STMN0913481341,7.635207,1.28,6.75
STMN0913481380,7.412682,8.64,5.42
STMN0913481408,1.500242,0,3.58
STMN0913481424,2.247758,55.12,1.42
STMN0913506576,2.32136,0,3.66
STMN0914087554,0.87504,0,0
STMN0914087558,4.752045,0,0
STMN0914480094,6.715693,3.37,5.12
STMN0914480101,45.815124,12.19,5.11
STMN0914480123,1.576886,11.09,2.16
STMN0914480125,4.966695,11.92,4.56
STMN0914480135,3.694338,28.93,2.74
STMN0914480140,2.130476,15.84,8.5
STMN0914480206,2.675916,0,6.32
STMN0914480211,7.392588,3.07,5.07
STMN0914480230,1.27153,0,3.51
STMN0914480233,2.041936,0,2.01
STMN0914480245,10.41777,20.49,2.99
STMN0914480256,1.580452,29.07,5.43
STMN0914480257,2.4826,8.51,3.7
STMN0914480380,3.01607,0.2,11.19
STMN0914480460,3.110003,6.01,0
STMN0914480467,2.436132,0,0
STMN0914480471,28.602394,20.63,3.79
STMN0914480556,17.897845,16.27,5.05
STMN0914480641,15.810772,18.59,2.54
STMN0921069240,3.332842,0,9.91
STMN0921471961,2.340011,26.86,1.93
STMN0921471992,71.326137,20.98,4.25
STMN0921472076,20.19589,11.96,3.26
STMN0921472243,48.241936,10.73,11.39
STMN0921472412,6.939497,11.93,12.73
STMN0921472417,1.059074,42.8,4.09
STMN0921506654,5.536027,7.16,0
STMN0921518988,6.504271,1.35,9.98
STMN0921519170,6.726313,0.09,0.02
STMN0922081661,21.333422,13.63,1.41
STMN0922471628,1.946116,35.1,1.95
STMN0922471805,15.83078,13.08,3.5
STMN0922471875,62.102341,12.39,6.3
STMN0922471922,3.278867,22.73,1.33
STMN0923479970,119.770517,10.1,6.81
STMN0923479980,8.071894,19.7,1.69
STMN0923479984,37.351403,18.91,3.57
STMN0923479988,78.983012,18.01,4.5
STMN0923479992,45.015465,15.92,1.52
STMN0923480011,1.139504,0,17.25
STMN0923480015,1.821689,0,7.56
STMN0923480017,0.670108,0,5.67
STMN0923480021,2.19067,0,5.98
STMN0923480027,9.745243,21.45,4.72
STMN0923480036,3.136294,16.16,3.82
STMN0923506684,51.100414,15.57,4.84
STMN0924075331,3.361925,22.62,2.76
STMN0924083823,1.446298,11.25,26.38
STMN0924083830,5.780542,1.66,5.28
STMN0924479365,2.970084,0,0
STMN0924479404,2.98098,3.38,0.33
STMN0924479469,42.383831,3.7,15.01
STMN0924479470,86.395904,13.68,3.21
STMN0924479476,3.773011,0,8.12
STMN0924479501,0.634782,0,2.55
STMN0924479679,2.079806,0,2.39
STMN0924479680,2.771656,19.25,1.19
STMN0924479684,0.979541,1.89,1.92
STMN0924479685,0.404601,0,2.64
STMN0924479723,7.462051,21.81,4.17
STMN0924479725,6.021952,12.09,0
STMN0924479927,14.521886,6.6,9.46
STMN0924479945,40.610031,15.76,3.67
STMN0924515393,7.92811,7.42,0.02
STMN0931094015,8.574846,10.17,2.03
STMN0931470793,3.745384,13.42,0.58
STMN0931470848,14.214856,23.8,1.43
STMN0931470860,1.976804,26.86,3.53
STMN0931470962,18.781224,3.63,0.05
STMN0931471031,242.167936,14.22,1.58
STMN0931471246,79.344471,12.08,0.68
STMN0931471254,2.342258,29.98,4.97
STMN0932075430,0.055477,0,72.49
STMN0932088494,3.040442,9.2,2.88
STMN0932092290,13.458598,19.89,0.32
STMN0932470197,12.876665,17.36,1.16
STMN0932470282,4.926545,11.98,1.14
STMN0932470286,0.095663,0,7.46
STMN0932470293,2.606669,13.44,1.88
STMN0932470294,1.118358,0,4.58
STMN0932470298,3.474409,11.93,0
STMN0932470307,20.743731,7.26,0.7
STMN0932470310,1.360579,0,5.28
STMN0932470319,2.145721,0,6.23
STMN0932470329,0.432404,3.2,8.16
STMN0932470359,10.39977,3.31,7.99
STMN0932470360,5.618808,15.47,0.63
STMN0932470361,0.227534,42.46,0
STMN0932470362,2.484991,17.04,2.44
STMN0932470430,33.846451,17.3,0.52
STMN0933059601,1.220844,0,3.91
STMN0933075355,108.732537,9.53,4.98
STMN0933091896,6.11944,22.32,0
STMN0933478811,88.769872,5.86,3.39
STMN0933478971,4.527804,20.75,3.4
STMN0933478977,25.215557,18.64,0
STMN0933479037,5.873751,0,6.92
STMN0933479096,2.071582,23.61,7.18
STMN0933479100,3.005088,19.23,2.75
STMN0933479103,3.334242,24.38,2.56
STMN0933479279,7.452453,10.8,2.48
STMN0934478380,16.263143,19.17,4.21
STMN0934478539,31.288317,19.1,1.17
STMN0934478573,4.779537,29.94,1.1
STMN0934478583,51.859136,16.59,2.7
STMN0934478613,5.089151,9.43,2.88
STMN0951491671,30.342913,0,1.79
STMN0951491698,4.81799,0,0.24
STMN0951491701,0.460257,0,2.15
STMN0951491724,2.7082,0,2.67
STMN0953497699,16.170061,0,5.3
STMN0963497678,2.663619,0,3.23
STMN0971490918,5.003258,22.43,1.72
STMN0971490930,8.712284,17.35,2.89
STMN0971490932,38.702127,2.09,0
STMN0971490935,10.560831,24.58,1.79
STMN0971490938,2.183126,36.59,1.02
STMN0971490948,0.876272,45.7,3.27
STMN0971490961,15.209835,17.53,1.35
STMN0971490969,2.132694,26,2.62
STMN0971490973,4.933204,14.96,1.46
STMN0971490974,6.104334,19.67,1.25
STMN0971490976,24.332015,14.58,4.49
STMN0971490986,16.196131,15.4,3.18
STMN0971490990,1.561366,17.39,3.5
STMN0971490998,0.084585,8.59,33.81
STMN0971490999,32.213233,20.48,4.8
STMN0971491001,0.895271,51.94,5.04
STMN0971491004,13.762392,21.98,4.24
STMN0971491015,9.762977,14.63,6.5
STMN0971491021,6.660771,12.38,3.08
STMN0971491030,2.759149,18.89,5.74
STMN0971491149,1.743266,31.65,3.49
STMN0971491213,10.409295,19.47,1.59
STMN0971491222,5.667712,15.09,1.9
STMN0971491225,3.230177,22.74,1.9
STMN0971491235,4.827294,13.94,3.34
STMN0971491318,1.362752,36.28,3.96
STMN0971491322,2.402947,14.33,5.4
STMN0971491336,7.426507,24.86,2.71
STMN0971491352,4.346088,29.04,2.85
STMN0971491358,2.47736,43.97,5.83
STMN0971491372,10.399939,0,0
STMN0971491390,1.195276,38.95,2.84
STMN0971491393,6.118526,18.55,3.52
STMN0972082083,2.756774,23.02,5.54
STMN0972490379,3.52312,37.32,3.53
STMN0972490380,6.978449,39.54,0.71
STMN0972490393,11.540211,24.26,3.58
STMN0972490412,19.741903,25.4,3.22
STMN0972490435,18.334594,3.45,5.02
STMN0972490441,2.083557,41.6,4.48
STMN0972490456,0.874165,36.22,6.63
STMN0972490464,3.623305,35.16,1.78
STMN0972490466,0.80702,32.43,6.14
STMN0972490472,5.687461,14.71,3.34
STMN0972490489,7.109911,16.11,2.26
STMN0972490496,9.103316,10.08,4.23
STMN0972490506,2.280597,41.28,2.11
STMN0972490510,31.614996,17.42,6.55
STMN0972490513,0.902884,45.67,3.89
STMN0972490532,6.62637,0,1.98
STMN0972490536,2.628849,0,4.73
STMN0972490541,17.574422,17.81,13.53
STMN0972490543,1.708149,0,5.86
STMN0972490548,1.952428,0.72,10.2
STMN0972490550,2.76236,0,7.55
STMN0972490569,1.296262,40.84,3.02
STMN0972490571,9.074226,17.82,2.76
STMN0972490578,4.637162,38.55,5.17
STMN0972490582,1.58536,33.09,1.65
STMN0972490613,13.130761,21.78,2.18
STMN0972490619,1.958673,35.3,2.16
STMN0972490673,1.818921,44.44,2.44
STMN0972490689,0.839987,0,3.2
STMN0972490730,3.642014,20.58,1.25
STMN0972490734,1.795193,0,3.58
STMN0972490761,2.54775,24.9,2.12
STMN0972490773,0.513194,42.43,8.95
STMN0972490776,1.069858,45.23,2.69
STMN0972490779,2.758948,39.1,0.58
STMN0972490782,0.773508,0,0.08
STMN0972490788,9.596703,2.58,2.79
STMN0972490790,16.613438,20.09,2.56
STMN0972490808,1.135849,37.46,3.11
STMN0972490817,17.081827,11.09,7.26
STMN0972490828,3.122254,27.28,0.64
STMN0972490835,7.85259,16.09,3.17
STMN0972490849,3.946266,46.96,2.36
STMN0972490864,2.385386,24.52,2.57
STMN0972490870,7.675143,22.07,2.86
STMN0972490875,0.790282,37.24,1.14
STMN0972490884,0.531378,43.62,15.39
STMN0972490885,0.93316,51.55,3.35
STMN0972511509,0.236142,63.63,29.67
STMN0973051778,2.217367,43.52,8.94
STMN0973051891,2.511561,22.05,1.6
STMN0973074610,1.033558,34.59,8.46
STMN0973074643,0.958716,32.81,6.57
STMN0973075315,4.553979,21.3,0.67
STMN0973497252,10.441968,18.3,9.29
STMN0973497259,15.146676,17.65,6.33
STMN0973497292,3.83606,8.18,10.03
STMN0973497302,2.171823,33.82,6.01
STMN0973497305,1.807515,23.05,2.2
STMN0973497308,1.081437,35.55,4.38
STMN0973497309,3.433324,33.87,2.36
STMN0973497331,41.413083,26.41,2.21
STMN0973497334,6.825365,22.23,1.31
STMN0973497336,1.980737,26.91,2.45
STMN0973497383,2.410254,35.4,1.52
STMN0973497385,1.687993,37.95,1.42
STMN0973497391,8.448097,15.12,12.48
STMN0973497404,3.922679,27.99,4.65
STMN0973497416,2.405459,20.12,1.41
STMN0973497451,0.716978,31.58,11.52
STMN0973497471,14.77652,25.44,6.02
STMN0973497526,1.910653,37.27,3.35
STMN0973497538,11.854664,33.66,3.88
STMN0973497563,4.815031,9.82,22.14
STMN0974059115,5.751842,22.16,1.83
STMN0974059678,20.58511,19.86,5.28
STMN0974496641,19.997408,21.05,2.58
STMN0974496653,9.336675,18.41,2.56
STMN0974496657,1.440146,33.12,4.25
STMN0974496660,1.79769,24.71,4.59
STMN0974496661,6.436713,24.78,3.6
STMN0974496666,12.741765,17.64,2.81
STMN0974496667,2.132703,12.38,2.37
STMN0974496671,1.975335,20.3,0.12
STMN0974496672,0.477767,38.25,0
STMN0974496674,39.919807,20.24,1.99
STMN0974496676,10.249183,15.29,1.51
STMN0974496684,2.354767,29.28,1.99
STMN0974496693,0.851973,41.82,5.74
STMN0974496696,0.607248,50.58,4.92
STMN0974496699,1.198978,52.67,3.03
STMN0974496700,1.693373,30.41,1.67
STMN0974496702,1.100611,45.78,4.3
STMN0974496704,15.365629,23.13,0.8
STMN0974496708,14.894352,18.16,3.37
STMN0974496713,2.307526,28.51,1.28
STMN0974496716,9.44196,22.2,1.61
STMN0974496720,1.242112,41.91,2.15
STMN0974496724,6.358609,23.93,1.49
STMN0974496727,3.138342,40.88,2.85
STMN0974496759,16.49981,14.53,2.52
STMN0974496774,12.069012,22.79,3.59
STMN0974496789,2.110732,31.09,1.77
STMN0974496801,22.843515,23.1,5.58
STMN0974496804,31.082285,16.88,7.8
STMN0974496872,5.966731,27.71,1.14
STMN0974496886,2.559216,24.53,8.73
STMN0974496893,3.096237,24.49,5.5
STMN0974496896,28.839187,14.63,4.53
STMN0974496911,2.593145,14.22,1.82
STMN0974496923,18.726102,19.54,7.32
STMN0974497075,4.49265,0.55,3.44
STMN0974497103,2.747157,30.07,3.08
STMN0974497106,17.602587,11.83,1.75
STMN0974497117,5.057322,21.21,13.6
STMN0974497135,0.875674,41.96,4.87
STMN0974497176,7.327636,9.78,0.62
STMN0974497181,3.32721,26.14,1.96
STMN0974497234,3.604917,23.77,1.45
STMN0974497240,2.440264,22.91,1.7
STMN0981073009,1.553508,0,15.69
STMN0981488906,2.353479,18.18,1.98
STMN0981488915,1.038104,13.31,1.36
STMN0981488940,7.08825,15.84,2.34
STMN0981488944,2.951527,36.4,4.5
STMN0981488967,2.759731,0.53,0.98
STMN0981488983,0.626058,0,6.66
STMN0981489903,13.334057,4.31,10.98
STMN0981489904,2.6944,18.86,2.97
STMN0981489907,6.111646,47.01,0.6
STMN0981489911,0.260895,27.43,17.87
STMN0981489918,7.600699,24.65,4.21
STMN0981489921,0.292622,0,9.95
STMN0981489931,1.426969,28.36,2.92
STMN0981489934,3.856438,26.59,3.91
STMN0981489937,4.930983,30.96,3.87
STMN0981489942,9.647008,18.28,2.03
STMN0981489946,2.543354,16.81,2.42
STMN0981489952,1.162689,40.62,2.51
STMN0981489953,14.52385,14.97,17.08
STMN0981489969,22.564635,12.18,0.8
STMN0981489970,11.031194,17.51,6.14
STMN0981489974,3.847787,41.29,2.09
STMN0981489976,2.445183,10.6,2.22
STMN0981489978,9.318081,19.34,8.43
STMN0981489990,3.690321,19.93,1.28
STMN0981489995,2.980515,14.45,0.72
STMN0981489998,1.794493,0,10.65
STMN0981490006,15.38748,20.06,5.14
STMN0981490015,8.998654,19.4,1.18
STMN0981490017,10.263053,32.21,2.35
STMN0981490020,13.821724,23.9,4.08
STMN0981490031,5.587817,22.43,2.15
STMN0981490032,1.501399,36.83,1.34
STMN0981490034,3.984473,26.3,0.88
STMN0981490042,12.809582,14.99,1.91
STMN0981490046,15.664661,16.07,3.19
STMN0981490048,6.986445,21.44,1.33
STMN0981490056,3.160183,16.23,1.65
STMN0981490057,13.765766,11.81,7.61
STMN0981490066,20.185922,16.38,1.05
STMN0981490069,2.057715,17.62,0.61
STMN0981490080,1.089985,26.9,1.66
STMN0981490081,3.253368,21.6,2.22
STMN0981490087,0.36671,45.99,16.35
STMN0981490090,0.920951,0,5.07
STMN0981490094,0.511243,0,5.37
STMN0981490096,10.625615,8.48,1.57
STMN0981490097,7.0557,15.01,1.75
STMN0981490102,4.935522,3.36,2
STMN0981490104,1.598936,61.9,2.59
STMN0981490110,0.240921,25.17,11.56
STMN0981490162,1.173006,0,4.2
STMN0981490176,0.634673,0,5.5
STMN0981490182,21.200475,52.02,1.33
STMN0981490208,0.853253,33.3,5.2
STMN0981490210,0.789011,31.56,5.03
STMN0981490215,11.555974,16.73,2.6
STMN0981490240,5.032847,25.84,0.35
STMN0981490242,1.902127,47.95,1.76
STMN0981490244,0.268853,46.74,3.09
STMN0981490255,1.411956,38.29,2.53
STMN0981490310,0.552912,0,4.94
STMN0981490314,1.079736,25.24,3.08
STMN0981490319,0.504845,33.75,6.48
STMN0981490337,0.217996,1.11,0
STMN0981490340,0.437099,15.9,5.59
STMN0981490343,0.791958,8.66,3.22
STMN0981490375,3.634319,21.24,1.26
STMN0982081069,0.654049,0,1.89
STMN0982489199,8.846678,17.98,10.31
STMN0982489214,5.470201,25.56,1
STMN0982489215,9.072562,5.27,11.47
STMN0982489217,20.704181,14.42,6.72
STMN0982489223,4.322609,15.63,1.36
STMN0982489231,4.322721,20.78,2.45
STMN0982489237,2.24753,0,3.06
STMN0982489240,3.873644,16.92,3.86
STMN0982489243,0.748116,24.63,4.31
STMN0982489245,3.583575,0,3.86
STMN0982489248,2.302347,17.48,1.57
STMN0982489251,8.052085,21.5,2.73
STMN0982489256,2.155224,0,3.94
STMN0982489262,0.430054,46.63,3.46
STMN0982489264,0.524872,39.73,6.18
STMN0982489267,48.853388,14.27,4.12
STMN0982489269,3.890794,8.43,2.91
